,WD,arkid,nameAuth,urlAuth,Auktoriserad,Datum,Auktoritetspost,WD_Arken
5173,,,Odencrants (släkt),Odencrants-släkt,Odencrants (släkt),,ediffah:kb:212478:1435920950,Arken_only
5174,,,"Odencrants, Carl","Odencrants,-Carl","Odencrants, Carl",1768-1840,ediffah:kb:212478:1435920950,Arken_only
5175,,,"Odencrantz, Johan","Rhyzelius,-Johan","Odencrantz, Johan",1737-1804,https://libris.kb.se/gdsw0hz013kpp4l#it,Arken_only
5181,,,"Olde, Judith","Olde,-Judith","Olde, Judith",1769-1854,ediffah:kb:434175:1157616772,Arken_only
5183,,,"Olijelund, Ivan","Olijelund,-Ivan","Olijelund, Ivan",1892-1978,ediffah:kb:524063:1449130709,Arken_only
5187,,,"Olsen, Hans",olsen-hans,"Olsen, Hans",1859-1920,https://libris.kb.se/cp5h54ht9pv9cj5j#it,Arken_only
5188,,,"Olson, E. W.","Olson,-E-W","Olson, E. W.",1891-1970,https://libris.kb.se/n607z9305r3z9s1#it,Arken_only
5189,,,"Olson, Elof","Olson,-Elof","Olson, Elof",,ediffah:kb:224694:1144829797,Arken_only
5190,,,"Olson, Esther","Olson,-Esther","Olson, Esther",1900-,http://libris.kb.se/resource/bib/17261190,Arken_only
5191,,,"Olsson, Axel","Olsson,-Axel,-trädgårdsarkitekt","Olsson, Axel",,ediffah:kb:378047:1144768535,Arken_only
5192,,,"Olsson, Birgit","Olsson,-Birgit,-f-Ekelund","Olsson, Birgit",1899-1996,ediffah:kb:305087:1415789074,Arken_only
5195,,,"Olsson, Olaf Petter","Olsson,-Olaf-Petter","Olsson, Olaf Petter",,ediffah:kb:224694:1144829797,Arken_only
5198,,,"Omnelius, Bengt Börje","Omnelius,-Bengt-Börje","Omnelius, Bengt Börje",1927-2003,ediffah:kb:584703:1153317707,Arken_only
5199,,,"Ortman, Hans Peter Gunnar","Ortman,-Hans-Peter-Gunnar","Ortman, Hans Peter Gunnar",1939-2008,ediffah:kb:573421:1427365250,Arken_only
5200,,,Ostindiska kompaniet,Ostindiska-kompaniet,Ostindiska kompaniet,,https://libris.kb.se/42gjlhkn4sl2vzj#it,Arken_only
5208,,,"Otter, Casten Fredric von","Otter,-Casten-Fredric-von","Otter, Casten Fredric von",1866-1953,ediffah:kb:816638:1162565865,Arken_only
5209,,,Ouchterlony (släkt),"Ouchterlony,-släkten",Ouchterlony (släkt),,ediffah:kb:294895:1144830028,Arken_only
5210,,,"Ouchterlony, August Fabian","Ouchterlony,-August-Fabian","Ouchterlony, August Fabian",1836-1919,ediffah:kb:294895:1144830028,Arken_only
5212,,,"Ouchterlony, John Arvid","Ouchterlony,-John-Arvid","Ouchterlony, John Arvid",1838-1905,ediffah:kb:294895:1144830028,Arken_only
5216,,,"Oxenstierna, Ebba Charlotta Agneta","Oxenstierna,-Ebba-Charlotta-Agneta","Oxenstierna, Ebba Charlotta Agneta",1797-1875,ediffah:kb:700397:1226574564,Arken_only
5218,,,"Oxenstierna, Gustaf Gabriel Bengtsson","Oxenstierna,-Gustaf-Gabriel-Bengtsson","Oxenstierna, Gustaf Gabriel Bengtsson",1840-1905,https://libris.kb.se/42gknvkn2vhlm7k#it,Arken_only
5219,,,P. Herzog,p-herzog,P. Herzog,,https://libris.kb.se/jgvz4tw22637sls,Arken_only
5221,,,PEN-klubben,PEN-klubben,PEN-klubben,,https://libris.kb.se/1zcgpggk3xlj5mz#it,Arken_only
5224,,,"Palmstedt, Erik",palmstedt-erik,"Palmstedt, Erik",1741-1803,https://libris.kb.se/vs68c3bd2lk479h#it,Arken_only
5230,,,"Paykull, Gustaf Herman von","Paykull,-Gustaf-Herman-von","Paykull, Gustaf Herman von",1902-1985,https://libris.kb.se/31fhdpqm5sh7dtp#it,Arken_only
5231,,,"Paykull, Johan Gustaf von","Paykull,-Johan-Gustaf-von","Paykull, Johan Gustaf von",1798-1868,https://libris.kb.se/khw03b630ppgsg4#it,Arken_only
5235,,,Person X,person-x,Person X,1907-2002,https://libris.kb.se/fcrtpljz1qp2bdv#it,Arken_only
5237,,,"Persson, Anders","Persson,-Anders","Persson, Anders",,ediffah:kb:423882:1144843724,Arken_only
5240,,,"Persson, Ester Gunilla","Persson,-Ester-Gunilla","Persson, Ester Gunilla",1892-1984,ediffah:kb:620469:1240401956,Arken_only
5246,,,"Perup, John William","Perup,-John-William","Perup, John William",1906-1984,https://libris.kb.se/42gkskkn10tpnlp#it,Arken_only
5248,,,"Petersen, Anne-Marie","Petersen,-Ann-Marie","Petersen, Anne-Marie",1920-1992,ediffah:kb:126873:1366117948,Arken_only
5249,,,"Petersens, Chaterine af","af-Petersens,-Chaterine","Petersens, Chaterine af",,ediffah:kb:326654:1368617898,Arken_only
5252,,,"Petersson, Arthur","Petersson,-Arthur","Petersson, Arthur",,ediffah:kb:519675:1165851136,Arken_only
5253,,,"Petersson, Birgit",petersson-birgit-2,"Petersson, Birgit",1935-2021,https://libris.kb.se/fcrtxw5z5n769df#it,Arken_only
5255,,,"Petersson, Gösta","Petersson,-Gösta","Petersson, Gösta",1915-2004,ediffah:kb:454655:1426258027,Arken_only
5256,,,"Petersson, H. Bertil A.",petersson-h-bertil-a,"Petersson, H. Bertil A.",1933-2018,https://libris.kb.se/31fhdpbm0x4sgn9#it,Arken_only
5259,,,"Petersson, Roland","Petersson,-Roland","Petersson, Roland",1942-,ediffah:kb:454655:1426258027,Arken_only
5264,,,"Pettersson, Gustav Emil","Pettersson,-Gustav-Emil,-grosshandlare","Pettersson, Gustav Emil",,ediffah:kb:867831:1168529433,Arken_only
5266,,,"Pettersson, Johan Enock","Pettersson,-Johan-Enock","Pettersson, Johan Enock",1899-1982,ediffah:kb:751039:1393506693,Arken_only
5270,,,"Pharmanson, Kerstin","Pharmanson,-Kerstin","Pharmanson, Kerstin",1932-,ediffah:kb:181839:1393943261,Arken_only
5272,,,"Philogéne, Claude",philogene-claude,"Philogéne, Claude",1943-,https://libris.kb.se/rp36dl994hclq2g#it,Arken_only
5273,,,"Philp, Clarence von","Philp,-Clarence-von","Philp, Clarence von",1915-2008,ediffah:kb:455295:1482850334,Arken_only
5276,,,Pickwickklubben,Pickwickklubben,Pickwickklubben,,http://libris.kb.se/resource/bib/17261006,Arken_only
5277,,,"Piper, Michael","Piper,-Michael","Piper, Michael",1921-1997,ediffah:kb:912366:1475652394,Arken_only
5279,,,"Platen, Astrid von","Platen,-Astrid-von","Platen, Astrid von",1889-1953,ediffah:kb:769727:1463656838,Arken_only
5280,,,"Platen, Henning von","Platen,-Henning-von","Platen, Henning von",1891-1975,ediffah:kb:769727:1463656838,Arken_only
5281,,,"Platen, Johan Magnus von","von-Platen,-Johan-Magnus","Platen, Johan Magnus von",1920-2002,ediffah:kb:161790:1142600487,Arken_only
5284,,,Politiska klubben,Politiska-klubben,Politiska klubben,1917-1919,ediffah:kb:556021:1459844471,Arken_only
5286,,,"Posse, Fredrik",posse-fredrik,"Posse, Fredrik",1727-1794,https://libris.kb.se/rp352f994tml7ll#it,Arken_only
5291,,,"Printzensköld, Axel","Printzensköld,-Axel","Printzensköld, Axel",1762-1817,ediffah:kb:491451:1136901246,Arken_only
5295,,,"Prytz, Ulla",prytz-ulla,"Prytz, Ulla",1926-2005,-,Arken_only
5298,,,"Quennerstedt, Thorsten","Quennerstedt,-Thorsten","Quennerstedt, Thorsten",1875-1964,ediffah:kb:130047:1256550181,Arken_only
5307,,,"Rahden, Thor von","Rahden,-Thor-von","Rahden, Thor von",1929-2012,ediffah:kb:522685:1365670568,Arken_only
5310,,,"Ramel, Augusta",ramel-augusta,"Ramel, Augusta",1816-1905,https://libris.kb.se/97mqvqht32l1jr2#it,Arken_only
5312,,,"Ramel, Elisabeth","Ramel,-Elisabeth","Ramel, Elisabeth",,ediffah:kb:652215:1368616651,Arken_only
5313,,,"Ramel, Eric",Ramel-Eric,"Ramel, Eric",1892-1959,ediffah:kb:652215:1368616651,Arken_only
5315,,,"Ramel, Henric","Ramel,-Henric","Ramel, Henric",1848-1928,ediffah:kb:652215:1368616651,Arken_only
5316,,,"Ramel, Louise",Ramel-Louise,"Ramel, Louise",1850-1931,ediffah:kb:652215:1368616651,Arken_only
5319,,,"Ramskou, Birthe","Ramskou,-Birthe","Ramskou, Birthe",1913-,ediffah:kb:212671:1468849345,Arken_only
5329,,,"Remelin, Anton","Remelin,-Anton","Remelin, Anton",1882-1970,https://libris.kb.se/53hknbvp2pl045c#it,Arken_only
5330,,,"Renholm, Johan Gottfrid",renholm-johan-gottfrid,"Renholm, Johan Gottfrid",1834-1908,https://libris.kb.se/64jlpcwq5h4x8w1#it,Arken_only
5331,,,"Renling, Halvdan","Renling,-Halvdan","Renling, Halvdan",1924-2001,https://libris.kb.se/qn245k584pgsf48#it,Arken_only
5334,,,"Reslow, Wilhelm","Reslow,-Wilhelm","Reslow, Wilhelm",1856-1931,https://libris.kb.se/jgvx1p9247g6rv2#it,Arken_only
5336,,,"Reuterswärd, Karin","Reuterswärd,-Karin,-f-Herdin","Reuterswärd, Karin",1889-1981,ediffah:kb:750990:1354002454,Arken_only
5337,,,"Reuterswärd, Michaëla","Reuterswärd,-Michaëla,-f-Topelius","Reuterswärd, Michaëla",1921-,ediffah:kb:982990:1355193691,Arken_only
5338,,,"Reuterswärd, Nadine","Reuterswärd,-Nadine","Reuterswärd, Nadine",1952-,ediffah:kb:750990:1354002454,Arken_only
5339,,,"Reuterswärd, Rosa","Reuterswärd,-Rosa,-f-von-Ungern-Stenberg","Reuterswärd, Rosa",1856-1938,ediffah:kb:750990:1354002454,Arken_only
5340,,,"Revai, André","Revai,-André","Revai, André",1923-,ediffah:kb:359933:1162821084,Arken_only
5342,,,"Rhyzelius, Andreas Olai","Rhyzelius,-Andreas-Olai","Rhyzelius, Andreas Olai",1677-1761,ediffah:kb:735646:1179832365,Arken_only
5344,,,"Richter, Agneta","Richter,-Agneta","Richter, Agneta",1921-2009,ediffah:kb:641021:1464592333,Arken_only
5348,,,"Riddersporre, Carl August","Riddersporre,-Carl-August","Riddersporre, Carl August",1883-1945,ediffah:kb:553445:1408740813,Arken_only
5352,,,"Ring, Herman A","Ring,-Herman-A","Ring, Herman A",1859-1927,https://libris.kb.se/c9prthbw3zcfx6t#it,Arken_only
5354,,,"Ring, Knut","Ring,-Knut","Ring, Knut",1886-1962,https://libris.kb.se/ljx181z42trwfmw#it,Arken_only
5356,,,"Ringborg, Nellie",ringborg-nellie,"Ringborg, Nellie",1860-1945,https://libris.kb.se/8k88kkrv6xgdj0pf#it,Arken_only
5360,,,Roggebiblioteket,Roggebiblioteket,Roggebiblioteket,,https://libris.kb.se/q09d3j9fnd63t3l6#it,Arken_only
5361,,,"Rohdin, Martin","Rohdin,-Martin","Rohdin, Martin",1876-1949,ediffah:kb:774143:1144764917,Arken_only
5363,,,"Rohnström, John","Rohnström,-John","Rohnström, John",1916-1994,https://libris.kb.se/p0sl96tcmjjqjfgz#it,Arken_only
5364,,,"Ronlid, Peter","Ronlid,-Peter","Ronlid, Peter",1928-2001,ediffah:kb:572923:1461148554,Arken_only
5365,,,Roos af Hjelmsäter (släkt),Roos-af-Hjelmsäter-släkt,Roos af Hjelmsäter (släkt),,http://libris.kb.se/resource/bib/17260918,Arken_only
5367,,,"Rooth, Signe Alice","Rooth,-Signe-Alice","Rooth, Signe Alice",1924-,ediffah:kb:481139:1149148767,Arken_only
5368,,,"Rosander, Erik","Rosander,-Erik","Rosander, Erik",1869-1936,https://libris.kb.se/b8nr0svv53msw6n#it,Arken_only
5369,,,"Rosbeck, Christianus","Rosbeck,-Christianus","Rosbeck, Christianus",1720-1772,ediffah:kb:337407:1149690097,Arken_only
5376,,,"Rosenberg, Petter, d.ä","Rosenberg,-Petter,-d-ä","Rosenberg, Petter, d.ä",1834-,ediffah:kb:502267:1251269887,Arken_only
5377,,,"Rosenlöf, Ruben","Rosenlöf,-Ruben","Rosenlöf, Ruben",1938-,ediffah:kb:471034:1255429718,Arken_only
5378,,,Rosersbergs slott,Rosersbergs-slott,Rosersbergs slott,,ediffah:kb:707578:1306424232,Arken_only
5379,,,"Rosén, Gustav",rosen-gustav,"Rosén, Gustav",1876-1942,https://libris.kb.se/katalogisering/gdsw0b30523xqcc,Arken_only
5380,,,"Rosén, Karl Erik","Rosén,-Karl-Erik","Rosén, Karl Erik",1917-2012,ediffah:kb:163790:1436948447,Arken_only
5381,,,"Roth, Maria","Roth,-Maria","Roth, Maria",1870-1933,ediffah:kb:326654:1368617898,Arken_only
5386,,,"Rudbeck, Peder A. R.","Rudbeck,-Peder","Rudbeck, Peder A. R.",1897-1914,https://libris.kb.se/pm147kp73t3wnpc#it,Arken_only
5387,,,"Rudbeck, Reinhold","Rudbeck,-Reinhold","Rudbeck, Reinhold",1904-1998,https://libris.kb.se/42gkn03n0fglhgt#it,Arken_only
5389,,,"Rumar, Lars",rumar-lars,"Rumar, Lars",1935-,https://libris.kb.se/c9prt3bw350qc2t#it,Arken_only
5392,,,"Rundquist, Carl Vilhelm","Rundquist,-Carl-Vilhelm","Rundquist, Carl Vilhelm",1930-,ediffah:kb:773374:1262187439,Arken_only
5393,,,"Runmark, Bo","Runmark,-Bo","Runmark, Bo",1915-2015,https://libris.kb.se/fcrv39fz4cstthk#it,Arken_only
5399,,,"Ryberg-Edlund, Barbro",ryberg-edlund-barbro,"Ryberg-Edlund, Barbro",1925-2016,https://libris.kb.se/31fhdw3m43lm585#it,Arken_only
5400,,,"Rydbeck, Elo","Rydbeck,-Elo","Rydbeck, Elo",1934-,ediffah:kb:448511:1475652455,Arken_only
5406,,,Rålamb (släkt),"Rålamb,-släkten",Rålamb (släkt),,ediffah:kb:291707:1137598738,Arken_only
5409,,,"Rörs, Ingvar","Rörs,-Anders-Johan-Ingvar","Rörs, Ingvar",1914-1997,ediffah:kb:327621:1151663666,Arken_only
5410,,,"Rückersköld, Reinhold Galle","Rückersköld,-Reinhold-Galle","Rückersköld, Reinhold Galle",1726-1787,ediffah:kb:1014015:1226072986,Arken_only
5411,,,S:ta Eugenia katolska kyrka,s-ta-eugenia-katolska-kyrka,S:ta Eugenia katolska kyrka,,https://libris.kb.se/vs6864fd0w2z6n1#it,Arken_only
5414,,,"Sahlberg, Evert","Sahlberg,-Evert","Sahlberg, Evert",1901-1982,https://libris.kb.se/rp358zz933zgf4k#it,Arken_only
5415,,,"Sahlin, Rigmor","Sahlin,-Rigmor","Sahlin, Rigmor",1862-1950,ediffah:kb:357309:1422970952,Arken_only
5419,,,Sala silvergruva,Sala-silvergruva,Sala silvergruva,,https://libris.kb.se/dbqt14rx0mnfzq0#it,Arken_only
5421,,,"Sallnäs, Göran","Sallnäs,-Göran","Sallnäs, Göran",1938-,https://libris.kb.se/fcrv3pbz4hdj0nc#it,Arken_only
5423,,,"Salmson, Axel Jakob",salmson-axel-jakob,"Salmson, Axel Jakob",1807-1876,https://libris.kb.se/zw9cfs1h39pz6q0#it,Arken_only
5426,,,"Saltza, Carl Anton Philip von","Saltza,-Carl-Anton-Philip-von","Saltza, Carl Anton Philip von",1811-1883,https://libris.kb.se/wt79d8cf38g78sx#it,Arken_only
5427,,,"Saltza, Edvard Malcolm von","Saltza,-Edvard-Malcolm-von","Saltza, Edvard Malcolm von",1813-1900,ediffah:kb:351982:1418816700,Arken_only
5428,,,"Saltza, Gustava von","Saltza,-Gustava-von","Saltza, Gustava von",1752-1756,ediffah:kb:351982:1418816700,Arken_only
5429,,,"Saltza, Herman Hugo von","Saltza,-Herman-Hugo-von","Saltza, Herman Hugo von",1772-1790,ediffah:kb:351982:1418816700,Arken_only
5430,,,"Saltza, Mariana Fredrika von","Saltza,-Mariana-Fredrika-von","Saltza, Mariana Fredrika von",1806-,ediffah:kb:351982:1418816700,Arken_only
5431,,,"Saltza, von (släkt)",Släkten-von-Saltza,"Saltza, von (släkt)",,ediffah:kb:351982:1418816700,Arken_only
5433,,,Same ätnam,same-atnam,Same ätnam,1945-,https://libris.kb.se/wt79cl5f4xlqjlp#it,Arken_only
5434,,,Samernas folkhögskola,samernas-folkhogskola,Samernas folkhögskola,1942-1999,https://libris.kb.se/0xbdb8nj2jdgfq8#it,Arken_only
5435,,,Samfundet Nordens Frihet,nordens-frihet,Samfundet Nordens Frihet,,https://libris.kb.se/vs68c2md0zmjtlw#it,Arken_only
5436,,,Samfundet Pro Fide et Christianismos,samfundet-pro-fide-et-christianismos,Samfundet Pro Fide et Christianismos,,https://libris.kb.se/hftwtr613szxcqp#it,Arken_only
5437,,,Samfundet Visans vänner i Stockholm,Visans-vänner,Samfundet Visans vänner i Stockholm,,https://libris.kb.se/tr58h2zc3dcx6vs#it,Arken_only
5438,,,Samfundet de nio,samfundet-de-nio,Samfundet de nio,,https://libris.kb.se/zw9cfsdh2smnjc1#it,Arken_only
5442,,,Samuelsson (släkt),"Samuelsson,-släkten",Samuelsson (släkt),,ediffah:kb:750838:1138188665,Arken_only
5443,,,"Samuelsson Lejon, Svea","Samuelsson-Lejon,-Svea","Samuelsson Lejon, Svea",1919-,https://libris.kb.se/zw9c8ssh59m5c8w#it,Arken_only
5449,,,"Sandblad, Birgitta","Sandblad,-Birgitta","Sandblad, Birgitta",1915-2011,ediffah:kb:710121:1436963311,Arken_only
5450,,,"Sandelin, Carl Magnus","Sandelin,-Carl-Magnus","Sandelin, Carl Magnus",1778-1847,ediffah:kb:587676:1189788900,Arken_only
5451,,,"Sandin, Anna Lenah","Sandin,-Anna-Lenah","Sandin, Anna Lenah",1950-,ediffah:kb:120623:1162396329,Arken_only
5452,,,"Sandin, Lassa Brita","Sandin,-Lassa-Brita,-f-Eriksson","Sandin, Lassa Brita",1913-2011,ediffah:kb:718718:1397456973,Arken_only
5453,,,"Sandqvist, Erold",sandqvist-erold,"Sandqvist, Erold",1928-,https://libris.kb.se/tr578tlc13xhkzp#it,Arken_only
5457,,,"Santesson, Berndt Ehrenfried","Santesson,-Berndt-Ehrenfried","Santesson, Berndt Ehrenfried",1859-1903,ediffah:kb:243682:1482853939,Arken_only
5458,,,"Santesson, Edith","Santesson,-Edith,-f-Bergman","Santesson, Edith",1850-1935,ediffah:kb:243682:1482853939,Arken_only
5462,,,"Sarko, Lea","Sarko,-Lea","Sarko, Lea",1912-1995,ediffah:kb:490492:1437049649,Arken_only
5463,,,"Sather, Leland Bryce",sather-leland-bryce,"Sather, Leland Bryce",,https://libris.kb.se/1zcgp90k23z9zgs#it,Arken_only
5466,,,"Schalla, Georg","Schalla,-Georg","Schalla, Georg",1947-,ediffah:kb:785523:1373524951,Arken_only
5467,,,"Schantz, Carl Fredrik von",schantz-carl-fredrik-von,"Schantz, Carl Fredrik von",1727-1792,http://libris.kb.se/resource/auth/18431361,Arken_only
5470,,,"Schenling, Carl Johan","Schenling,-Carl-Johan","Schenling, Carl Johan",1813-1867,ediffah:kb:587676:1189788900,Arken_only
5472,,,"Scheringson, Reinhold",scheringson-reinhold,"Scheringson, Reinhold",1759-1849,https://libris.kb.se/97mqw59t1t62bmj#it,Arken_only
5474,,,"Scheutz, Carl Ivar","Scheutz,-Carl-Ivar","Scheutz, Carl Ivar",1898-1994,ediffah:kb:222157:1161773448,Arken_only
5477,,,"Schmidt, Anna Charlotta af","Schmidt,-Anna-Charlotta-af","Schmidt, Anna Charlotta af",1842-1893,ediffah:kb:342907:1414582645,Arken_only
5478,,,"Schmidt, Carl August af","Schmidt,-Carl-August-af","Schmidt, Carl August af",1840-1902,ediffah:kb:342907:1414582645,Arken_only
5479,,,"Schmidt, Gurli af","Schmidt,-Gurli-af","Schmidt, Gurli af",1843-1929,ediffah:kb:342907:1414582645,Arken_only
5480,,,"Schmidt, Henrietta Maria Aurora af","Schmidt,-Henrietta-Maria-Aurora-af","Schmidt, Henrietta Maria Aurora af",1815-1887,ediffah:kb:342907:1414582645,Arken_only
5481,,,"Schmidt, Torsten Måtte","Schmidt,-Torsten-Måtte","Schmidt, Torsten Måtte",1909-1978,ediffah:kb:262127:1138874174,Arken_only
5483,,,"Schneidler, Christoffer","Schneidler,-Christoffer","Schneidler, Christoffer",1721-1787,ediffah:kb:360437:1132754190,Arken_only
5486,,,"Scholander, Lotten","Scholander,-Lotten","Scholander, Lotten",1867-1932,https://libris.kb.se/gdsvrbg00x0xxs5#it,Arken_only
5487,,,"Schreiner, Waltraud","Schreiner,-Waltraud","Schreiner, Waltraud",,https://libris.kb.se/vs69j9xd31cwfqs#it,Arken_only
5491,,,"Schulzenheim, Eva Julia Anna Eleonora","Schulzenheim,-Eva-Julia-Anna-Eleonora","Schulzenheim, Eva Julia Anna Eleonora",1869-1960,ediffah:kb:385007:1380270718,Arken_only
5493,,,"Schwerin, Otto von","Schwerin,-Otto-von,-1940","Schwerin, Otto von",1940-,https://libris.kb.se/nl0384c60j0ldx0#it,Arken_only
5502,,,Selma Lagerlöf-sällskapet,Selma-Lagerlöf-sällskapet,Selma Lagerlöf-sällskapet,,https://libris.kb.se/tr5795sc18d7t31#it,Arken_only
5505,,,"Setterbladh, Helena","Setterbladh,-Helena","Setterbladh, Helena",1868-1946,ediffah:kb:567615:1416934475,Arken_only
5506,,,"Setterwall, Birgithe","Setterwall,-Birgithe","Setterwall, Birgithe",1862-1928,https://libris.kb.se/mkz2920507r9dl3#it,Arken_only
5507,,,"Shalmon, Esther","Shalmon,-Esther","Shalmon, Esther",1922-,ediffah:kb:482782:1336510334,Arken_only
5509,,,"Shering, Emil","Shering,-Emil","Shering, Emil",1873-1951,https://libris.kb.se/42gknznn332gntq#it,Arken_only
5514,,,"Silfverhielm, Jöran Ulrik","Silfverhielm,-Göran-Ulrik","Silfverhielm, Jöran Ulrik",1762-1819,https://libris.kb.se/khw04vr32fh25sm#it,Arken_only
5515,,,"Silfversparre, Ester","Silfversparre,-Ester","Silfversparre, Ester",1877-1971,ediffah:kb:950268:1415089222,Arken_only
5516,,,"Silfversparre, Evelina Anna Maria","Silfversparre,-Evelina-Anna-Maria","Silfversparre, Evelina Anna Maria",1848-1917,https://libris.kb.se/2d6nh2ct0hd2ngv0#it,Arken_only
5517,,,"Silfversparre, Oscar","Silfversparre,-Oscar","Silfversparre, Oscar",1874-1943,ediffah:kb:950268:1415089222,Arken_only
5521,,,"Silversparre, Gustafva Sophia Amelia Charlotta","Silversparre,-Gustafva-Sophia-Amelia-Charlotta","Silversparre, Gustafva Sophia Amelia Charlotta",1783-1815,ediffah:kb:331711:1442923324,Arken_only
5523,,,"Simon London, Kerstin","Simon-London,-Kerstin","Simon London, Kerstin",1915-1982,ediffah:kb:815103:1415094409,Arken_only
5525,,,"Simonsen, Hilda Sofia","Simonsen,-Hilda-Sofia","Simonsen, Hilda Sofia",1886-1974,ediffah:kb:775167:1221739081,Arken_only
5527,,,"Sjöberg, Anna Henrika","Sjöberg,-Anna-Henrika","Sjöberg, Anna Henrika",1866-1963,ediffah:kb:393147:1377680640,Arken_only
5528,,,"Sjöberg, Carl-Erik","Sjöberg,-Carl-Erik","Sjöberg, Carl-Erik",1935-,https://libris.kb.se/fcrtvrbz5lwhwc2#it,Arken_only
5529,,,"Sjöberg, Rabbe",sjoberg-rabbe,"Sjöberg, Rabbe",1941-,https://libris.kb.se/53hkl2gp25c659x#it,Arken_only
5531,,,"Sjödin, Birger",sjodin-birger,"Sjödin, Birger",1887-1911,https://libris.kb.se/zw9cftsh169n3fm#it,Arken_only
5534,,,"Sjödin-Lundquist, Dagmar",sjodin-lundquist-dagmar,"Sjödin-Lundquist, Dagmar",1907-2001,https://libris.kb.se/jgvxzd720nv029b#it,Arken_only
5538,,,"Sjögren, Berta","Sjögren,-Berta","Sjögren, Berta",1866-1967,https://libris.kb.se/vs69j90d0shxgvp#it,Arken_only
5542,,,"Sjögren, Peter Oskar Gunnar","Sjögren,-Peter-Oskar-Gunnar","Sjögren, Peter Oskar Gunnar",1904-1985,ediffah:kb:1013725:1175777763,Arken_only
5543,,,"Sjöholm, Johan Erik Wilhelm",sjoholm-johan-erik-wilhelm,"Sjöholm, Johan Erik Wilhelm",1865-1916,https://libris.kb.se/86lnpbms02wvqq4#it,Arken_only
5546,,,"Sjöstedt, Sten","Sjöstedt,-Sten","Sjöstedt, Sten",1896-1976,https://libris.kb.se/ljx14ng42x12tm6#it,Arken_only
5549,,,"Sjöwall, Karl","Sjöwall,-Karl","Sjöwall, Karl",1865-1931,https://libris.kb.se/cpm9ctnf9mq0fx1w#it,Arken_only
5550,,,Skandinaviska Swedenborgssällskapet,skandinaviska-swedenborgssallskapet,Skandinaviska Swedenborgssällskapet,,https://libris.kb.se/86lnljhs32nrjh5#it,Arken_only
5551,,,Skandinaviska föreningen i Rom,skandinaviska-foreningen-i-rom,Skandinaviska föreningen i Rom,,https://libris.kb.se/53hkm8jp0j3zqk6#it,Arken_only
5555,,,Skolan för bok- och reklamkonst,Skolan-för-bok-och-reklamkonst,Skolan för bok- och reklamkonst,,ediffah:kb:849082:1165228938,Arken_only
5559,,,"Smedberg Bondesson, Anna","Smedberg-Bondesson,-Anna","Smedberg Bondesson, Anna",1968-,https://libris.kb.se/zw9cgmzh5jswftk#it,Arken_only
5564,,,Sohlman (släkt),Sohlman-släkt,Sohlman (släkt),,http://libris.kb.se/resource/bib/17260638,Arken_only
5566,,,"Sohlman, Zina","Sohlman,-Zina","Sohlman, Zina",1903-1978,https://libris.kb.se/c9pszs2w5hn6qcb#it,Arken_only
5567,,,"Solander, Daniel",solander-daniel,"Solander, Daniel",1733-1782,https://libris.kb.se/b8nqq5qv0cj0x0v#it,Arken_only
5569,,,"Solem, Erik Toralf","Solem,-Erik-Toralf","Solem, Erik Toralf",1877-1949,ediffah:kb:963551:1415345577,Arken_only
5573,,,Sophiahemmets sjuksköterskeskola,sophiahemmets-sjukskoterskeskola,Sophiahemmets sjuksköterskeskola,,https://libris.kb.se/tr578zdc58fs2pl#it,Arken_only
5574,,,"Spanggaard, Kristen D.",spanggaard-kristen-d,"Spanggaard, Kristen D.",1899-,https://libris.kb.se/ljx02w044rwxlms#it,Arken_only
5575,,,"Sparre af Söfdeborg, Per Georg","Sparre-af-Söfdeborg,-Per-Georg","Sparre af Söfdeborg, Per Georg",1790-1871,ediffah:kb:292855:1397457773,Arken_only
5582,,,"Starck, Halvar","Starck,-Halvar","Starck, Halvar",1835-1922,https://libris.kb.se/53hltljp1dv3scv#it,Arken_only
5583,,,"Starck, Lorentz Wilhelm","Starck,-Lorentz-Wilhelm","Starck, Lorentz Wilhelm",1805-1848,https://libris.kb.se/42gkskhn1ngjdh8#it,Arken_only
5584,,,Statens historiska museum,statens-historiska-museum,Statens historiska museum,,https://libris.kb.se/86lnlkfs3g2t8cl#it,Arken_only
5585,,,Statens kulturråd,statens-kulturrad,Statens kulturråd,1974-,https://libris.kb.se/tr57543c2s5hvvq#it,Arken_only
5588,,,"Steckmest, Carl Gustav","Steckmest,-Carl-Gustav","Steckmest, Carl Gustav",1855-1927,ediffah:kb:179391:1155024396,Arken_only
5595,,,"Stenberg, Svante","Stenberg,-Svante","Stenberg, Svante",1888-1960,ediffah:kb:326124:1428583232,Arken_only
5603,,,"Stiernspetz, Dag",stiernspetz-dag,"Stiernspetz, Dag",1909-2005,https://libris.kb.se/20dgh47l0kt04t7#it,Arken_only
5605,,,"Stiernstedt, Lars-Johan","Stiernstedt,-Lars-Johan","Stiernstedt, Lars-Johan",1916-2012,https://libris.kb.se/b8nqsmtv0vp8bhq#it,Arken_only
5608,,,"Stigsdotter, Ulrika","Stigsdotter,-Ulrika","Stigsdotter, Ulrika",1971-,ediffah:kb:843454:1136448864,Arken_only
5610,,,"Stjernblad, Julius Edvard",stjernblad-julius-jules-edvard,"Stjernblad, Julius Edvard",1813-1886,https://libris.kb.se/q20nmzvbn7jh698n#it,Arken_only
